"","pathway","N","DE","P.DE","FDR","mean_change_PH_vs_BH","dir","subset"
"426","GO:0061001 regulation of dendritic spine morphogenesis",17,14,0.0238037049805827,0.960082767550169,-0.0146233697566615,"hypo","Biological processes"
"427","GO:0031965 nuclear membrane",196,115,0.0238807584995067,0.9609348771394,-0.00252864693489687,"hypo","Cellular components"
"428","GO:0021549 cerebellum development",66,44,0.0240129100930302,0.962890924136428,-0.00501615361736109,"hypo","Biological processes"
"429","GO:0005913 cell-cell adherens junction",43,31,0.0240817131964646,0.962890924136428,-5.2675882911976e-06,"hypo","Cellular components"
"430","GO:0032835 glomerulus development",51,35,0.0240974914083729,0.962890924136428,-0.00829118255845336,"hypo","Biological processes"
"431","GO:0031577 spindle checkpoint",43,28,0.0241796939317247,0.963933877343143,-0.00369505012023574,"hypo","Biological processes"
"432","GO:0005902 microvillus",66,42,0.0244254439557647,0.970653379877922,-4.54983618710332e-05,"hypo","Cellular components"
"433","GO:0043492 ATPase activity, coupled to movement of substances",102,64,0.0244612334703259,0.970653379877922,0.0013919216215198,"hyper","Molecular function"
"434","GO:0009987 cellular process",12792,6239,0.0245668290531281,0.972597365877529,-0.00154159465346855,"hypo","Biological processes"
"435","GO:1901069 guanosine-containing compound catabolic process",336,191,0.0246397818493638,0.973243061461538,-0.000741249105737253,"hypo","Biological processes"
"436","GO:0008289 lipid binding",719,396,0.0248580552491451,0.979612626813788,-0.00147682669138862,"hypo","Molecular function"
"437","GO:0051276 chromosome organization",696,365,0.0249187336142291,0.979756707001567,-0.000611295788461765,"hypo","Biological processes"
"438","GO:0018394 peptidyl-lysine acetylation",117,70,0.0250703356032728,0.98338345414702,-0.00109601795752772,"hypo","Biological processes"
"439","GO:0043902 positive regulation of multi-organism process",86,50,0.0251254415301212,0.98338345414702,0.00268177462519026,"hyper","Biological processes"
"440","GO:0018130 heterocycle biosynthetic process",3594,1778,0.0253618268460823,0.989013581356074,-0.00277449921717897,"hypo","Biological processes"
"441","GO:0008024 positive transcription elongation factor complex b",4,4,0.0253844133033424,0.989013581356074,-0.00902903352257516,"hypo","Cellular components"
"442","GO:0051270 regulation of cellular component movement",469,262,0.0254752516263601,0.990307179737827,-0.00250244322553009,"hypo","Biological processes"
"443","GO:0038003 opioid receptor signaling pathway",8,7,0.0259411596192077,0.991706337975463,0.0068128780381284,"hyper","Biological processes"
"444","GO:0044708 single-organism behavior",340,196,0.0260056251528881,0.991706337975463,-0.00579063266719116,"hypo","Biological processes"
"445","GO:0032878 regulation of establishment or maintenance of cell polarity",13,11,0.0260485620882796,0.991706337975463,-0.00942526824424063,"hypo","Biological processes"
"446","GO:0035690 cellular response to drug",38,25,0.0261478537409676,0.991706337975463,-0.00640932172430762,"hypo","Biological processes"
"447","GO:0043457 regulation of cellular respiration",5,5,0.0261766661741917,0.991706337975463,-0.000583497910418575,"hypo","Biological processes"
"448","GO:0009887 organ morphogenesis",800,439,0.026179491126745,0.991706337975463,-0.0070332998047014,"hypo","Biological processes"
"449","GO:0009966 regulation of signal transduction",1773,949,0.0261858328766653,0.991706337975463,-0.00158450292666772,"hypo","Biological processes"
"450","GO:0014066 regulation of phosphatidylinositol 3-kinase cascade",55,36,0.0262588046433877,0.991706337975463,-0.00320288352347822,"hypo","Biological processes"
"451","GO:2000463 positive regulation of excitatory postsynaptic membrane potential",11,10,0.0263053731744939,0.991706337975463,-0.0103769971058838,"hypo","Biological processes"
"452","GO:0070498 interleukin-1-mediated signaling pathway",14,11,0.0263895818881164,0.991706337975463,-0.00215410571271354,"hypo","Biological processes"
"453","GO:0051865 protein autoubiquitination",33,22,0.0264954231773823,0.991706337975463,0.0025850903507707,"hyper","Biological processes"
"454","GO:0048041 focal adhesion assembly",43,31,0.0265256664775838,0.991706337975463,-0.00384631290144857,"hypo","Biological processes"
"455","GO:0032281 alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid selective glutamate receptor complex",13,11,0.0265561107804955,0.991706337975463,-0.00402368594539449,"hypo","Cellular components"
"456","GO:0007610 behavior",518,285,0.0266008361002523,0.991706337975463,-0.0054670034732696,"hypo","Biological processes"
"457","GO:0055086 nucleobase-containing small molecule metabolic process",869,457,0.0266892692046674,0.991706337975463,-0.00169582110382835,"hypo","Biological processes"
"458","GO:0007050 cell cycle arrest",375,201,0.0267105059099751,0.991706337975463,-0.000659304577982321,"hypo","Biological processes"
"459","GO:0060742 epithelial cell differentiation involved in prostate gland development",13,11,0.0267824199289033,0.991706337975463,-0.00889678823557728,"hypo","Biological processes"
"460","GO:0043388 positive regulation of DNA binding",29,21,0.0268040342545854,0.991706337975463,-0.0131490043297119,"hypo","Biological processes"
"461","GO:0006163 purine nucleotide metabolic process",683,366,0.0268433306062169,0.991706337975463,-0.00129482852423828,"hypo","Biological processes"
"462","GO:0071867 response to monoamine stimulus",11,9,0.0268504776074368,0.991706337975463,-0.0133392426724048,"hypo","Biological processes"
"463","GO:0071869 response to catecholamine stimulus",11,9,0.0268504776074368,0.991706337975463,-0.0133392426724048,"hypo","Biological processes"
"464","GO:0016573 histone acetylation",112,67,0.0268565390335408,0.991706337975463,-0.00181039249525796,"hypo","Biological processes"
"465","GO:0008601 protein phosphatase type 2A regulator activity",19,15,0.0268856044464753,0.991706337975463,-0.00181253159772416,"hypo","Molecular function"
"466","GO:0014065 phosphatidylinositol 3-kinase cascade",75,48,0.0268964703466748,0.991706337975463,-0.00229188147769648,"hypo","Biological processes"
"467","GO:0030667 secretory granule membrane",53,34,0.027041547386083,0.992270380147275,0.0031307075624354,"hyper","Cellular components"
"468","GO:1901699 cellular response to nitrogen compound",392,219,0.0270465434106803,0.992270380147275,-0.000774334564199599,"hypo","Biological processes"
"469","GO:0046983 protein dimerization activity",906,472,0.0270850196885736,0.992270380147275,-0.00222167491801549,"hypo","Molecular function"
"470","GO:0048592 eye morphogenesis",129,79,0.0271533596969203,0.99265750279252,-0.00706732776867903,"hypo","Biological processes"
"471","GO:0022403 cell cycle phase",849,445,0.0272193240397071,0.992956317728762,-0.000500359250177316,"hypo","Biological processes"
"472","GO:0048813 dendrite morphogenesis",69,47,0.0273708627643902,0.996368991563037,-0.00515718057454968,"hypo","Biological processes"
"473","GO:0016832 aldehyde-lyase activity",8,7,0.0274732678216206,0.997982426450497,0.0139473176715817,"hyper","Molecular function"
"474","GO:0007044 cell-substrate junction assembly",59,41,0.02765613971623,1,-0.00160562801899915,"hypo","Biological processes"
"475","GO:0006766 vitamin metabolic process",100,58,0.0276912426418789,1,-0.00476140411462088,"hypo","Biological processes"
"476","GO:0005488 binding",11695,5717,0.0278630450960151,1,-0.00140779514971452,"hypo","Molecular function"
"477","GO:0006024 glycosaminoglycan biosynthetic process",101,62,0.0282210932560519,1,-0.000329833392704042,"hypo","Biological processes"
"478","GO:0045838 positive regulation of membrane potential",16,13,0.0282588669005988,1,-0.0047391836053022,"hypo","Biological processes"
"479","GO:0010955 negative regulation of protein processing",16,12,0.0283772519105352,1,-0.0080817092114526,"hypo","Biological processes"
"480","GO:0007091 mitotic metaphase/anaphase transition",46,30,0.0284865744376204,1,0.00341989926417921,"hyper","Biological processes"
"481","GO:0030073 insulin secretion",166,97,0.0285117865443539,1,-0.00304364600599724,"hypo","Biological processes"
"482","GO:0016646 oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor",16,12,0.0286428704128628,1,-0.00560017390121347,"hypo","Molecular function"
"483","GO:0005856 cytoskeleton",1772,916,0.0286430343912849,1,-0.00195046521391522,"hypo","Cellular components"
"484","GO:0031256 leading edge membrane",99,63,0.0286615337629762,1,-0.00153273897672248,"hypo","Cellular components"
"485","GO:0000910 cytokinesis",108,66,0.0287365443730458,1,0.0001678044651553,"hyper","Biological processes"
"486","GO:0051099 positive regulation of binding",78,48,0.0289167560213019,1,-0.00212206755992846,"hypo","Biological processes"
"487","GO:0019438 aromatic compound biosynthetic process",3582,1771,0.0291331801427163,1,-0.00278014930252704,"hypo","Biological processes"
"488","GO:0006807 nitrogen compound metabolic process",5870,2868,0.0291724183275441,1,-0.0016024634589698,"hypo","Biological processes"
"489","GO:0042626 ATPase activity, coupled to transmembrane movement of substances",101,63,0.0291912926986744,1,0.00139960099309932,"hyper","Molecular function"
"490","GO:0035176 social behavior",33,23,0.029243052815823,1,0.00296190965555562,"hyper","Biological processes"
"491","GO:0019887 protein kinase regulator activity",113,67,0.0292616522361399,1,-0.00840798716558773,"hypo","Molecular function"
"492","GO:0005634 nucleus",5832,2855,0.029272371485139,1,-0.00167412641601292,"hypo","Cellular components"
"493","GO:0042493 response to drug",334,181,0.0293221597799124,1,-0.0016024508038203,"hypo","Biological processes"
"494","GO:0006475 internal protein amino acid acetylation",120,71,0.0294588849613658,1,-0.000386438457038623,"hypo","Biological processes"
"495","GO:0070461 SAGA-type complex",27,18,0.0294765983643601,1,-0.00135526085725595,"hypo","Cellular components"
"496","GO:0051705 multi-organism behavior",57,37,0.0295921552649689,1,-0.00255398401211361,"hypo","Biological processes"
"497","GO:0033121 regulation of purine nucleotide catabolic process",244,144,0.0296699847531636,1,-0.00159220802723491,"hypo","Biological processes"
"498","GO:0048841 regulation of axon extension involved in axon guidance",11,10,0.0296890035041731,1,0.00689692475618145,"hyper","Biological processes"
"499","GO:0001838 embryonic epithelial tube formation",111,70,0.0297227873690291,1,-0.00258549685400222,"hypo","Biological processes"
"500","GO:0032587 ruffle membrane",60,40,0.0297478942357619,1,-0.000743639522560738,"hypo","Cellular components"
"501","GO:0006195 purine nucleotide catabolic process",463,256,0.0297623877025192,1,-0.00170447845871873,"hypo","Biological processes"
"502","GO:0006753 nucleoside phosphate metabolic process",829,437,0.0298791698862787,1,-0.0017087292020505,"hypo","Biological processes"
"503","GO:0006351 transcription, DNA-dependent",3149,1567,0.0299213788891937,1,-0.00328432129074795,"hypo","Biological processes"
"504","GO:0030071 regulation of mitotic metaphase/anaphase transition",43,28,0.0299328847391922,1,0.00369088060849212,"hyper","Biological processes"
"505","GO:0060627 regulation of vesicle-mediated transport",216,124,0.0300904960821991,1,-0.00333493658315012,"hypo","Biological processes"
"506","GO:0048583 regulation of response to stimulus",2297,1194,0.0300918782918226,1,-0.00123059024140935,"hypo","Biological processes"
"507","GO:0048588 developmental cell growth",80,51,0.030224681556562,1,-0.00138928418536063,"hypo","Biological processes"
"508","GO:0060078 regulation of postsynaptic membrane potential",44,31,0.0305137780516903,1,-0.00176679787658162,"hypo","Biological processes"
"509","GO:0015833 peptide transport",202,116,0.0306765361696212,1,-0.00303905455120002,"hypo","Biological processes"
"510","GO:0022604 regulation of cell morphogenesis",302,181,0.03087188626193,1,-0.00485218346142125,"hypo","Biological processes"
"511","GO:0042249 establishment of planar polarity of embryonic epithelium",15,12,0.030967501564116,1,0.00407864326549913,"hyper","Biological processes"
"512","GO:1901564 organonitrogen compound metabolic process",1675,853,0.0310972328017365,1,-0.00113160646897205,"hypo","Biological processes"
"513","GO:1901658 glycosyl compound catabolic process",439,241,0.0311348718212001,1,-0.00171777930331182,"hypo","Biological processes"
"514","GO:0006368 transcription elongation from RNA polymerase II promoter",77,45,0.0311536043419639,1,0.000143060546052498,"hyper","Biological processes"
"515","GO:0005667 transcription factor complex",291,162,0.0312198583014236,1,-0.00551774709588691,"hypo","Cellular components"
"516","GO:0048009 insulin-like growth factor receptor signaling pathway",34,24,0.0319982132050846,1,-0.00593144306704301,"hypo","Biological processes"
"517","GO:0007507 heart development",386,221,0.0321067310078798,1,-0.00818045133560865,"hypo","Biological processes"
"518","GO:2001252 positive regulation of chromosome organization",44,29,0.032532842671487,1,-0.00139948632768054,"hypo","Biological processes"
"519","GO:0002116 semaphorin receptor complex",7,7,0.0325707686418535,1,0.0177987083454903,"hyper","Cellular components"
"520","GO:0060997 dendritic spine morphogenesis",23,18,0.0326030585821133,1,-0.00983754858756379,"hypo","Biological processes"
"521","GO:0031902 late endosome membrane",80,47,0.032604601042958,1,-0.00257926771032286,"hypo","Cellular components"
"522","GO:0005606 laminin-1 complex",7,7,0.0326832842767391,1,-0.00475370518047706,"hypo","Cellular components"
"523","GO:0046676 negative regulation of insulin secretion",26,18,0.0327662705572728,1,-0.0052497856394848,"hypo","Biological processes"
"524","GO:0044087 regulation of cellular component biogenesis",353,200,0.0327774294337916,1,-0.00145467621813233,"hypo","Biological processes"
"525","GO:0052548 regulation of endopeptidase activity",249,131,0.0328574276889465,1,-0.000984680356972219,"hypo","Biological processes"
"526","GO:0051010 microtubule plus-end binding",10,9,0.0329636149513987,1,0.000538228146164478,"hyper","Molecular function"
"527","GO:0005770 late endosome",152,86,0.0329989347131237,1,-0.00229375875937417,"hypo","Cellular components"
"528","GO:0032559 adenyl ribonucleotide binding",1490,800,0.0330164679384705,1,0.000632516737138254,"hyper","Molecular function"
"529","GO:0050820 positive regulation of coagulation",20,14,0.0330942056811186,1,-0.00168368217753151,"hypo","Biological processes"
"530","GO:0043279 response to alkaloid",92,56,0.0332183698422624,1,-0.00268582088382271,"hypo","Biological processes"
"531","GO:0090102 cochlea development",32,23,0.0332239817760409,1,-0.00481576627260624,"hypo","Biological processes"
"532","GO:0016578 histone deubiquitination",16,12,0.0332444529198388,1,0.00711814193661092,"hyper","Biological processes"
"533","GO:0006023 aminoglycan biosynthetic process",102,62,0.0334055731839284,1,-0.000446819050831267,"hypo","Biological processes"
"534","GO:0030575 nuclear body organization",6,6,0.0334627381991199,1,-0.0122534701971521,"hypo","Biological processes"
"535","GO:0071156 regulation of cell cycle arrest",272,147,0.0334743541747333,1,-0.00121542798903526,"hypo","Biological processes"
"536","GO:0035282 segmentation",88,54,0.0336381453111702,1,-0.00949824736673992,"hypo","Biological processes"
"537","GO:0008300 isoprenoid catabolic process",7,6,0.0337345337599099,1,-0.0105751111353023,"hypo","Biological processes"
"538","GO:0008146 sulfotransferase activity",50,31,0.0337686618622046,1,-0.0128191763156174,"hypo","Molecular function"
"539","GO:0032318 regulation of Ras GTPase activity",156,95,0.0338151416602003,1,-0.0006320580410849,"hypo","Biological processes"
"540","GO:0070412 R-SMAD binding",18,14,0.0339470401392689,1,-0.00214479876321389,"hypo","Molecular function"
"541","GO:0030811 regulation of nucleotide catabolic process",245,144,0.0340656938428085,1,-0.00168294672184765,"hypo","Biological processes"
"542","GO:0071173 spindle assembly checkpoint",35,23,0.0340864025898586,1,-0.00176261647348841,"hypo","Biological processes"
"543","GO:1901068 guanosine-containing compound metabolic process",354,198,0.034103628987985,1,0.000267404023689933,"hyper","Biological processes"
"544","GO:0045655 regulation of monocyte differentiation",9,8,0.0342584700421843,1,0.017394197124109,"hyper","Biological processes"
"545","GO:0015399 primary active transmembrane transporter activity",109,66,0.0343454348792419,1,0.000953651651610784,"hyper","Molecular function"
"546","GO:0015405 P-P-bond-hydrolysis-driven transmembrane transporter activity",109,66,0.0343454348792419,1,0.000953651651610784,"hyper","Molecular function"
"547","GO:0051494 negative regulation of cytoskeleton organization",76,48,0.0343742322061074,1,0.00434470976117249,"hyper","Biological processes"
"548","GO:0005669 transcription factor TFIID complex",20,13,0.0344816591073482,1,-0.00283141399393398,"hypo","Cellular components"
"549","GO:0001667 ameboidal cell migration",107,65,0.034517792025264,1,-0.00178505075044341,"hypo","Biological processes"
"550","GO:0070647 protein modification by small protein conjugation or removal",640,338,0.0345551114552256,1,-0.00104601555500462,"hypo","Biological processes"
"551","GO:0045471 response to ethanol",90,53,0.0346311526320257,1,-0.0036497515439246,"hypo","Biological processes"
"552","GO:0030155 regulation of cell adhesion",268,157,0.0347851970196029,1,-0.00358542687038044,"hypo","Biological processes"
"553","GO:0042454 ribonucleoside catabolic process",422,232,0.0348019650779539,1,-0.00145137154716123,"hypo","Biological processes"
"554","GO:0016779 nucleotidyltransferase activity",116,64,0.0350631846314205,1,0.00162550083423714,"hyper","Molecular function"
"555","GO:0045664 regulation of neuron differentiation",325,193,0.0351699683719463,1,-0.00659042221607627,"hypo","Biological processes"
"556","GO:0010033 response to organic substance",1869,948,0.0352238920507802,1,-0.00155916066798982,"hypo","Biological processes"
"557","GO:0043539 protein serine/threonine kinase activator activity",9,8,0.0352414231825133,1,-0.00774774610667364,"hypo","Molecular function"
"558","GO:0051336 regulation of hydrolase activity",751,398,0.0353104070678842,1,0.000276456859235376,"hyper","Biological processes"
"559","GO:0044769 ATPase activity, coupled to transmembrane movement of ions, rotational mechanism",20,13,0.0355125867239076,1,-0.00243936162594287,"hypo","Molecular function"
"560","GO:0043005 neuron projection",633,362,0.0356147178927005,1,-0.00339354902649738,"hypo","Cellular components"
"561","GO:0002677 negative regulation of chronic inflammatory response",4,4,0.0357152864298582,1,0.018205226095891,"hyper","Biological processes"
"562","GO:0046039 GTP metabolic process",346,194,0.0357235415387544,1,-0.000330256355953245,"hypo","Biological processes"
"563","GO:0030554 adenyl nucleotide binding",1494,801,0.0358579145562101,1,0.000632833188444422,"hyper","Molecular function"
"564","GO:0044710 single-organism metabolic process",3040,1505,0.0359142849269144,1,-0.00158698382122023,"hypo","Biological processes"
"565","GO:0032421 stereocilium bundle",31,22,0.0360258782141155,1,-0.00546232658362655,"hypo","Cellular components"
"566","GO:0006022 aminoglycan metabolic process",159,92,0.0360574758578444,1,0.000806307196065633,"hyper","Biological processes"
"567","GO:0019899 enzyme binding",1086,588,0.0360746881321751,1,-0.00115275782889228,"hypo","Molecular function"
"568","GO:0045995 regulation of embryonic development",84,54,0.0361259077486167,1,-0.00274862359230337,"hypo","Biological processes"
"569","GO:0051960 regulation of nervous system development",447,260,0.0361537215679388,1,-0.00534339450283081,"hypo","Biological processes"
"570","GO:0031340 positive regulation of vesicle fusion",5,5,0.0362268291509425,1,0.0013146380989794,"hyper","Biological processes"
"571","GO:0051094 positive regulation of developmental process",692,380,0.036327052215136,1,-0.00564574275478706,"hypo","Biological processes"
"572","GO:0000075 cell cycle checkpoint",249,135,0.0366025153288313,1,-0.00087214128742011,"hypo","Biological processes"
"573","GO:0004725 protein tyrosine phosphatase activity",102,63,0.0366178560848159,1,-0.00223346839645906,"hypo","Molecular function"
"574","GO:0071174 mitotic cell cycle spindle checkpoint",37,24,0.0366913855219877,1,-0.00367044540912839,"hypo","Biological processes"
"575","GO:0014031 mesenchymal cell development",127,76,0.036799029722345,1,-0.00917030209750264,"hypo","Biological processes"
"576","GO:0072509 divalent inorganic cation transmembrane transporter activity",137,84,0.0368320148839149,1,-0.00138140108321911,"hypo","Molecular function"
"577","GO:0008064 regulation of actin polymerization or depolymerization",100,60,0.0370216450623059,1,0.00164035663039825,"hyper","Biological processes"
"578","GO:0006362 transcription elongation from RNA polymerase I promoter",18,13,0.0371374743874164,1,-0.0104302841420041,"hypo","Biological processes"
"579","GO:0004864 protein phosphatase inhibitor activity",36,24,0.0374471522118531,1,0.000566480356127295,"hyper","Molecular function"
"580","GO:0034505 tooth mineralization",15,12,0.0377309447974684,1,-0.00403021297610926,"hypo","Biological processes"
"581","GO:0010627 regulation of intracellular protein kinase cascade",699,374,0.0377946006245535,1,-0.000671482825504746,"hypo","Biological processes"
"582","GO:0009143 nucleoside triphosphate catabolic process",411,227,0.0378348749115529,1,-0.00132634000266898,"hypo","Biological processes"
"583","GO:0001754 eye photoreceptor cell differentiation",36,24,0.0378619336442906,1,-0.00587952635399008,"hypo","Biological processes"
"584","GO:0031572 G2/M transition DNA damage checkpoint",32,22,0.0378932093850174,1,-0.00213603554035615,"hypo","Biological processes"
"585","GO:0044451 nucleoplasm part",823,433,0.0379813883993864,1,-0.00266645070535378,"hypo","Cellular components"
"586","GO:0046653 tetrahydrofolate metabolic process",16,12,0.0380673132662624,1,-0.00372623357387168,"hypo","Biological processes"
"587","GO:0097458 neuron part",728,412,0.0380942035190888,1,-0.0033747639350836,"hypo","Cellular components"
"588","GO:0016044 cellular membrane organization",423,234,0.0381295005588565,1,0.000862667159222527,"hyper","Biological processes"
"589","GO:0072175 epithelial tube formation",112,70,0.0381559488451441,1,-0.00244382564566854,"hypo","Biological processes"
"590","GO:0006112 energy reserve metabolic process",166,96,0.0382972490536483,1,-0.00180772887759888,"hypo","Biological processes"
"591","GO:0045663 positive regulation of myoblast differentiation",9,8,0.038510714465167,1,-0.0128548400609763,"hypo","Biological processes"
"592","GO:1901698 response to nitrogen compound",631,336,0.038543278445864,1,-0.00108378550947903,"hypo","Biological processes"
"593","GO:0044456 synapse part",356,207,0.0386050279251572,1,-0.00452805775711713,"hypo","Cellular components"
"594","GO:0042744 hydrogen peroxide catabolic process",21,14,0.0387517597384863,1,-0.000187218248276993,"hypo","Biological processes"
"595","GO:0046483 heterocycle metabolic process",5294,2582,0.0387676591033047,1,-0.00188239997952796,"hypo","Biological processes"
"596","GO:0001843 neural tube closure",73,48,0.0388521542146782,1,-0.00159155014220666,"hypo","Biological processes"
"597","GO:0060206 estrous cycle phase",4,4,0.0389331260754846,1,-0.0224631400076296,"hypo","Biological processes"
"598","GO:0033178 proton-transporting two-sector ATPase complex, catalytic domain",18,12,0.0389373279155531,1,-0.000781687529625262,"hypo","Cellular components"
"599","GO:0009163 nucleoside biosynthetic process",120,68,0.0389858556391236,1,0.00420418990426972,"hyper","Biological processes"
"600","GO:1901659 glycosyl compound biosynthetic process",120,68,0.0389858556391236,1,0.00420418990426972,"hyper","Biological processes"
"601","GO:0044441 cilium part",121,71,0.0389989187744941,1,-0.000547678253430854,"hypo","Cellular components"
"602","GO:0010812 negative regulation of cell-substrate adhesion",33,23,0.0393968037231783,1,-0.00827467298334463,"hypo","Biological processes"
"603","GO:0048251 elastic fiber assembly",6,6,0.0398971037387609,1,0.00239018624436316,"hyper","Biological processes"
"604","GO:0002544 chronic inflammatory response",20,13,0.039903219896231,1,0.00440385853975679,"hyper","Biological processes"
"605","GO:0010718 positive regulation of epithelial to mesenchymal transition",23,17,0.0399434383437454,1,-0.00510729447515249,"hypo","Biological processes"
"606","GO:0010243 response to organic nitrogen",594,318,0.0400793093391983,1,-0.00102925767809388,"hypo","Biological processes"
"607","GO:0009059 macromolecule biosynthetic process",4231,2075,0.0402561143396861,1,-0.00230166329476909,"hypo","Biological processes"
"608","GO:0050808 synapse organization",141,86,0.0402659777138908,1,-0.00721696560540882,"hypo","Biological processes"
"609","GO:0070102 interleukin-6-mediated signaling pathway",9,8,0.0402931924171221,1,-0.00492177727774999,"hypo","Biological processes"
"610","GO:0000779 condensed chromosome, centromeric region",86,49,0.040328814907413,1,0.000331457586055017,"hyper","Cellular components"
"611","GO:0007162 negative regulation of cell adhesion",88,55,0.0403370614812021,1,-0.00437127669134603,"hypo","Biological processes"
"612","GO:0032463 negative regulation of protein homooligomerization",6,6,0.0405998817476954,1,0.000622866828734524,"hyper","Biological processes"
"613","GO:1901565 organonitrogen compound catabolic process",728,386,0.0407135893948208,1,-0.000553704914627893,"hypo","Biological processes"
"614","GO:0051648 vesicle localization",79,48,0.0407255035927441,1,0.0037194954642571,"hyper","Biological processes"
"615","GO:0060024 rhythmic synaptic transmission",5,5,0.0407594528718876,1,-0.00381487039714827,"hypo","Biological processes"
"616","GO:0051101 regulation of DNA binding",67,42,0.0408458414302619,1,-0.00550021616599352,"hypo","Biological processes"
"617","GO:0010817 regulation of hormone levels",378,200,0.0408939589814552,1,-0.00539999013275176,"hypo","Biological processes"
"618","GO:0043547 positive regulation of GTPase activity",149,90,0.0410924858093207,1,-0.000475708719040637,"hypo","Biological processes"
"619","GO:0060560 developmental growth involved in morphogenesis",126,78,0.0412218132662725,1,-0.00482934365016239,"hypo","Biological processes"
"620","GO:0030136 clathrin-coated vesicle",192,113,0.0413040782016964,1,-0.00111457779051857,"hypo","Cellular components"
"621","GO:0043256 laminin complex",10,9,0.0413483549886903,1,-0.00337834759488025,"hypo","Cellular components"
"622","GO:0071417 cellular response to organic nitrogen",364,203,0.0414332021808952,1,-0.000625759048430781,"hypo","Biological processes"
"623","GO:0008047 enzyme activator activity",394,220,0.0416900858809744,1,-0.000533861363041002,"hypo","Molecular function"
"624","GO:0003360 brainstem development",5,5,0.0417170512360308,1,0.000208473770752733,"hyper","Biological processes"
"625","GO:0000139 Golgi membrane",542,293,0.0418956266594154,1,0.000998390341285599,"hyper","Cellular components"
"626","GO:0042326 negative regulation of phosphorylation",213,122,0.042153499636165,1,-0.00365106033224679,"hypo","Biological processes"
"627","GO:0001841 neural tube formation",91,58,0.0421634242960394,1,-0.00151702994246095,"hypo","Biological processes"
"628","GO:2000243 positive regulation of reproductive process",108,62,0.0422666496432986,1,0.00129515790360935,"hyper","Biological processes"
"629","GO:0031098 stress-activated protein kinase signaling cascade",215,125,0.0422705162255497,1,-0.000234602287169576,"hypo","Biological processes"
"630","GO:0001726 ruffle",126,78,0.0422923036480728,1,-0.00162163351454173,"hypo","Cellular components"
"631","GO:0048524 positive regulation of viral reproduction",82,47,0.0423040675013142,1,0.00320991844125102,"hyper","Biological processes"
"632","GO:0045657 positive regulation of monocyte differentiation",5,5,0.0424596141869842,1,0.0245401947325191,"hyper","Biological processes"
"633","GO:0031062 positive regulation of histone methylation",13,10,0.0425620321288089,1,-0.0152158540561069,"hypo","Biological processes"
"634","GO:0032200 telomere organization",65,40,0.0426320423581571,1,0.00441505294901497,"hyper","Biological processes"
"635","GO:0051764 actin crosslink formation",6,6,0.0426453648897534,1,-0.00167661620853541,"hypo","Biological processes"
"636","GO:0061024 membrane organization",428,236,0.0427694491387926,1,0.000970822122678449,"hyper","Biological processes"
"637","GO:0005524 ATP binding",1461,782,0.0428320888311507,1,0.000745112393301412,"hyper","Molecular function"
"638","GO:0044381 glucose import in response to insulin stimulus",8,7,0.0428914752871168,1,-0.00640274064984002,"hypo","Biological processes"
"639","GO:2001273 regulation of glucose import in response to insulin stimulus",8,7,0.0428914752871168,1,-0.00640274064984002,"hypo","Biological processes"
"640","GO:0032970 regulation of actin filament-based process",210,121,0.0429491427039809,1,-0.00134953694469799,"hypo","Biological processes"
"641","GO:0033180 proton-transporting V-type ATPase, V1 domain",10,8,0.0429614476631663,1,0.00199593311161289,"hyper","Cellular components"
"642","GO:0009635 response to herbicide",8,6,0.0430202098999642,1,-0.0283774619647124,"hypo","Biological processes"
"643","GO:0071375 cellular response to peptide hormone stimulus",277,156,0.04306138932655,1,-0.00118615856430403,"hypo","Biological processes"
"644","GO:1901653 cellular response to peptide",277,156,0.04306138932655,1,-0.00118615856430403,"hypo","Biological processes"
"645","GO:0045859 regulation of protein kinase activity",608,329,0.0430888970021052,1,-0.000882344804310254,"hypo","Biological processes"
"646","GO:0010044 response to aluminum ion",4,4,0.0430963489232393,1,-0.00396464941378055,"hypo","Biological processes"
"647","GO:0051345 positive regulation of hydrolase activity",448,244,0.0431801917330551,1,-0.000437572346846932,"hypo","Biological processes"
"648","GO:0071310 cellular response to organic substance",1335,691,0.043227056713077,1,-0.000907360326439031,"hypo","Biological processes"
"649","GO:0060041 retina development in camera-type eye",103,63,0.0432705614320553,1,-0.00568206369214049,"hypo","Biological processes"
"650","GO:2000727 positive regulation of cardiac muscle cell differentiation",6,6,0.043387317940241,1,-0.0368124493147002,"hypo","Biological processes"
"651","GO:0007243 intracellular protein kinase cascade",876,465,0.0435108378325786,1,-0.000743632528591603,"hypo","Biological processes"
"652","GO:0009914 hormone transport",230,128,0.0440484439151547,1,-0.00377699160245297,"hypo","Biological processes"
"653","GO:0022607 cellular component assembly",1542,793,0.0441023278428301,1,-0.00245828974354485,"hypo","Biological processes"
"654","GO:0042470 melanosome",95,57,0.0442501162029411,1,-0.0017788654011028,"hypo","Cellular components"
"655","GO:0048770 pigment granule",95,57,0.0442501162029411,1,-0.0017788654011028,"hypo","Cellular components"
"656","GO:0034654 nucleobase-containing compound biosynthetic process",3528,1740,0.0443055102282551,1,-0.00278535873204806,"hypo","Biological processes"
